,instrument_token,exchange_token,tradingsymbol,name,last_price,expiry,strike,tick_size,lot_size,instrument_type,segment,exchange
2658,3622401,14150,BTML,BODHI TREE MULTIMEDIA,0.0,,0.0,0.05,1,EQ,NSE,NSE
2659,3889665,15194,BURNPUR,BURNPUR CEMENT.,0.0,,0.0,0.05,1,EQ,NSE,NSE
2660,695297,2716,BUTTERFLY,BTRFLY GANDHI APPL,0.0,,0.0,0.05,1,EQ,NSE,NSE
2661,3858689,15073,BVCL,BARAK VALLEY CEM..,0.0,,0.0,0.05,1,EQ,NSE,NSE
2662,2027265,7919,BYKE,THE BYKE HOSPITALITY,0.0,,0.0,0.05,1,EQ,NSE,NSE
2663,5586689,21823,CADSYS-SM,CADSYS (INDIA),0.0,,0.0,0.05,2000,EQ,NSE,NSE
2664,2135297,8341,CALSOFT,CALIFORNIA SOFTWARE CO LT,0.0,,0.0,0.05,1,EQ,NSE,NSE
2665,1591297,6216,CAMLINFINE,CAMLIN FINE SCIENCES,0.0,,0.0,0.05,1,EQ,NSE,NSE
2666,2396673,9362,CAMPUS,CAMPUS ACTIVEWEAR,0.0,,0.0,0.05,1,EQ,NSE,NSE
2667,87553,342,CAMS,COMPUTER AGE MNGT SER,0.0,,0.0,0.05,1,EQ,NSE,NSE
2668,2763265,10794,CANBK,CANARA BANK,0.0,,0.0,0.05,1,EQ,NSE,NSE
2669,149249,583,CANFINHOME,CAN FIN HOMES,0.0,,0.0,0.05,1,EQ,NSE,NSE
2670,5160961,20160,CANTABIL,CANTABIL RETAIL,0.0,,0.0,0.05,1,EQ,NSE,NSE
2671,5567745,21749,CAPACITE,CAPACITE INFRAPROJECT,0.0,,0.0,0.05,1,EQ,NSE,NSE
2672,999937,3906,CAPLIPOINT,CAPLIN POINT LAB.,0.0,,0.0,0.05,1,EQ,NSE,NSE
2673,4978433,19447,CAPTRUST,CAPITAL TRUST,0.0,,0.0,0.05,1,EQ,NSE,NSE
2674,152321,595,CARBORUNIV,CARBORUNDUM UNIVERSAL,0.0,,0.0,0.05,1,EQ,NSE,NSE
2675,5142017,20086,CAREERP,CAREER POINT,0.0,,0.0,0.05,1,EQ,NSE,NSE
2676,7452929,29113,CARERATING,CARE RATINGS,0.0,,0.0,0.05,1,EQ,NSE,NSE
2677,1384193,5407,CARTRADE,CARTRADE TECH,0.0,,0.0,0.05,1,EQ,NSE,NSE
2678,481025,1879,CARYSIL,CARYSIL,0.0,,0.0,0.05,1,EQ,NSE,NSE
2679,320001,1250,CASTROLIND,CASTROL INDIA,0.0,,0.0,0.05,1,EQ,NSE,NSE
2680,3838977,14996,CCCL-BE,CONS. CONST. CONSORT,0.0,,0.0,0.05,1,EQ,NSE,NSE
2681,1634561,6385,CCHHL,COUNTRY CLUB HOSP HOL,0.0,,0.0,0.05,1,EQ,NSE,NSE
2682,2931713,11452,CCL,CCL PRODUCTS (I),0.0,,0.0,0.05,1,EQ,NSE,NSE
2683,5420545,21174,CDSL,CENTRAL DEPO SER (I),0.0,,0.0,0.05,1,EQ,NSE,NSE
2684,3905025,15254,CEATLTD,CEAT,0.0,,0.0,0.05,1,EQ,NSE,NSE
2685,3369473,13162,CELEBRITY,CELEBRITY FASHIONS,0.0,,0.0,0.05,1,EQ,NSE,NSE
2686,158465,619,CENTENKA,CENTURY ENKA,0.0,,0.0,0.05,1,EQ,NSE,NSE
2687,2946817,11511,CENTEXT,CENTURY EXTRUSIONS,0.0,,0.0,0.05,1,EQ,NSE,NSE
2688,3812865,14894,CENTRALBK,CENTRAL BANK OF INDIA,0.0,,0.0,0.05,1,EQ,NSE,NSE
2689,628225,2454,CENTRUM,CENTRUM CAPITAL,0.0,,0.0,0.05,1,EQ,NSE,NSE
2690,3835393,14982,CENTUM,CENTUM ELECTRONICS,0.0,,0.0,0.05,1,EQ,NSE,NSE
2691,3406081,13305,CENTURYPLY,CENTURY PLYBOARDS (I),0.0,,0.0,0.05,1,EQ,NSE,NSE
2692,160001,625,CENTURYTEX,CENTURY TEXTILES,0.0,,0.0,0.05,1,EQ,NSE,NSE
2693,3849985,15039,CERA,CERA SANITARYWARE,0.0,,0.0,0.05,1,EQ,NSE,NSE
2694,7683073,30012,CEREBRAINT,CEREBRA INT TECH,0.0,,0.0,0.05,1,EQ,NSE,NSE
2695,160769,628,CESC,CESC,0.0,,0.0,0.05,1,EQ,NSE,NSE
2696,5204225,20329,CGCL,CAPRI GLOBAL CAPITAL,0.0,,0.0,0.05,1,EQ,NSE,NSE
2697,194561,760,CGPOWER,CG POWER AND IND SOL,0.0,,0.0,0.05,1,EQ,NSE,NSE
2698,2187777,8546,CHALET,CHALET HOTELS,0.0,,0.0,0.05,1,EQ,NSE,NSE
2699,163073,637,CHAMBLFERT,CHAMBAL FERTILIZERS,0.0,,0.0,0.05,1,EQ,NSE,NSE
2700,3742209,14618,CHEMBOND,CHEMBOND CHEMICALS,0.0,,0.0,0.05,1,EQ,NSE,NSE
2701,69121,270,CHEMCON,CHEMCON SPECIAL CHEM,0.0,,0.0,0.05,1,EQ,NSE,NSE
2702,716545,2799,CHEMFAB,CHEMFAB ALKALIS,0.0,,0.0,0.05,1,EQ,NSE,NSE
2703,1394945,5449,CHEMPLASTS,CHEMPLAST SANMAR,0.0,,0.0,0.05,1,EQ,NSE,NSE
2704,524545,2049,CHENNPETRO,CHENNAI PETROLEUM CORP LT,0.0,,0.0,0.05,1,EQ,NSE,NSE
2705,2529025,9879,CHEVIOT,CHEVIOT COMPANY,0.0,,0.0,0.05,1,EQ,NSE,NSE
2706,2269697,8866,CHOICEIN,CHOICE INTERNATIONAL,0.0,,0.0,0.05,1,EQ,NSE,NSE
2707,175361,685,CHOLAFIN,CHOLAMANDALAM IN & FIN CO,0.0,,0.0,0.05,1,EQ,NSE,NSE
2708,5565441,21740,CHOLAHLDNG,CHOLAMANDALAM FIN HOL,0.0,,0.0,0.05,1,EQ,NSE,NSE
2709,1316353,5142,CIGNITITEC,CIGNITI TECHNOLOGIES,0.0,,0.0,0.05,1,EQ,NSE,NSE
2710,6953217,27161,CINELINE,CINELINE INDIA,0.0,,0.0,0.05,1,EQ,NSE,NSE
2711,2054145,8024,CINEVISTA,CINEVISTA,0.0,,0.0,0.05,1,EQ,NSE,NSE
2712,177665,694,CIPLA,CIPLA,0.0,,0.0,0.05,1,EQ,NSE,NSE
2713,1292545,5049,CLEAN,CLEAN SCIENCE & TECH,0.0,,0.0,0.05,1,EQ,NSE,NSE
2714,5177089,20223,CLEDUCATE,CL EDUCATE,0.0,,0.0,0.05,1,EQ,NSE,NSE
2715,2861825,11179,CLOUD-SM,VARANIUM CLOUD,0.0,,0.0,0.05,500,EQ,NSE,NSE
2716,891393,3482,CLSEL,CHAMAN LAL SETIA EXP,0.0,,0.0,0.05,1,EQ,NSE,NSE
2717,4898049,19133,CMICABLES,CMI,0.0,,0.0,0.05,1,EQ,NSE,NSE
2718,25345,99,CMMIPL-ST,CMM INFRAPROJECTS,0.0,,0.0,0.05,3000,EQ,NSE,NSE
2719,3515137,13731,CMNL-SM,CHAMAN METALLICS,0.0,,0.0,0.05,3000,EQ,NSE,NSE
2720,2930433,11447,CMRSL-SM,CYBER MEDIA RES & SER,0.0,,0.0,0.05,800,EQ,NSE,NSE
2721,1946369,7603,CMSINFO,CMS INFO SYSTEMS,0.0,,0.0,0.05,1,EQ,NSE,NSE
2722,5215745,20374,COALINDIA,COAL INDIA,0.0,,0.0,0.05,1,EQ,NSE,NSE
2723,1537537,6006,COASTCORP,COASTAL CORPORATION,0.0,,0.0,0.05,1,EQ,NSE,NSE
2724,3705857,14476,COASTPP1-E1,,0.0,,0.0,0.05,1,EQ,NSE,NSE
2725,5506049,21508,COCHINSHIP,COCHIN SHIPYARD,0.0,,0.0,0.05,1,EQ,NSE,NSE
2726,2858241,11165,COFFEEDAY,COFFEE DAY ENTERPRISE,0.0,,0.0,0.05,1,EQ,NSE,NSE
2727,2955009,11543,COFORGE,COFORGE,0.0,,0.0,0.05,1,EQ,NSE,NSE
2728,3876097,15141,COLPAL,COLGATE PALMOLIVE.,0.0,,0.0,0.05,1,EQ,NSE,NSE
2729,4513793,17632,COMPINFO,COMPUAGE INFOCOM,0.0,,0.0,0.05,1,EQ,NSE,NSE
2730,7971329,31138,COMPUSOFT,COMPUCOM SOFTWARE,0.0,,0.0,0.05,1,EQ,NSE,NSE
2731,1215745,4749,CONCOR,CONTAINER CORP OF IND,0.0,,0.0,0.05,1,EQ,NSE,NSE
2732,2620929,10238,CONFIPET,CONFIDENCE PETRO IND.,0.0,,0.0,0.05,1,EQ,NSE,NSE
2733,3003137,11731,CONSOFINVT,CONSO. FIN. & HOLD..,0.0,,0.0,0.05,1,EQ,NSE,NSE
2734,623361,2435,CONSUMBEES,NIP IND ETF CONSUMPTION,0.0,,0.0,0.01,1,EQ,NSE,NSE
2735,647937,2531,CONTI-SM,CONTINENTAL SEED CHEM,0.0,,0.0,0.05,3333,EQ,NSE,NSE
2736,4474113,17477,CONTROLPR,CONTROL PRINT,0.0,,0.0,0.05,1,EQ,NSE,NSE
2737,2191361,8560,COOLCAPS-SM,COOL CAPS INDUSTRIES,0.0,,0.0,0.05,250,EQ,NSE,NSE
2738,1025793,4007,CORALFINAC,CORAL INDIA FIN & HOUS LT,0.0,,0.0,0.05,1,EQ,NSE,NSE
2739,3909377,15271,CORDSCABLE,CORDS CABLE INDUS.,0.0,,0.0,0.05,1,EQ,NSE,NSE
2740,189185,739,COROMANDEL,COROMANDEL INTERNTL.,0.0,,0.0,0.05,1,EQ,NSE,NSE
2741,189953,742,COSMOFIRST,COSMO FIRST,0.0,,0.0,0.05,1,EQ,NSE,NSE
2742,4348417,16986,COUNCODOS,COUNTRY CONDO S,0.0,,0.0,0.05,1,EQ,NSE,NSE
2743,595969,2328,CPSEETF,CPSE ETF,0.0,,0.0,0.01,1,EQ,NSE,NSE
2744,730625,2854,CRAFTSMAN,CRAFTSMAN AUTOMATION,0.0,,0.0,0.05,1,EQ,NSE,NSE
2745,2855681,11155,CREATIVE,CREATIVE NEWTECH,0.0,,0.0,0.05,1,EQ,NSE,NSE
2746,2402305,9384,CREATIVEYE,CREATIVE EYE,0.0,,0.0,0.05,1,EQ,NSE,NSE
2747,1131777,4421,CREDITACC,CREDITACCESS GRAMEEN,0.0,,0.0,0.05,1,EQ,NSE,NSE
2748,3181313,12427,CREDITACC-N1,,0.0,,0.0,0.01,1,EQ,NSE,NSE
2749,3183105,12434,CREDITACC-N2,,0.0,,0.0,0.01,1,EQ,NSE,NSE
2750,3185665,12444,CREDITACC-N3,,0.0,,0.0,0.01,1,EQ,NSE,NSE
2751,3188737,12456,CREDITACC-N4,,0.0,,0.0,0.01,1,EQ,NSE,NSE
2752,3191041,12465,CREDITACC-N5,,0.0,,0.0,0.01,1,EQ,NSE,NSE
2753,3192577,12471,CREDITACC-N6,,0.0,,0.0,0.01,1,EQ,NSE,NSE
2754,3558401,13900,CREST,CREST VENTURES,0.0,,0.0,0.05,1,EQ,NSE,NSE
2755,193793,757,CRISIL,CRISIL,0.0,,0.0,0.05,1,EQ,NSE,NSE
2756,4376065,17094,CROMPTON,CROMPT GREA CON ELEC,0.0,,0.0,0.05,1,EQ,NSE,NSE
2757,2069249,8083,CROWN,CROWN LIFTERS,0.0,,0.0,0.05,1,EQ,NSE,NSE
2758,3831297,14966,CSBBANK,CSB BANK,0.0,,0.0,0.05,1,EQ,NSE,NSE
2759,2649601,10350,CSLFINANCE,CSL FINANCE,0.0,,0.0,0.05,1,EQ,NSE,NSE
2760,3639809,14218,CTE,CAMBRIDGE TECH ENTER,0.0,,0.0,0.05,1,EQ,NSE,NSE
2761,1459457,5701,CUB,CITY UNION BANK,0.0,,0.0,0.05,1,EQ,NSE,NSE
2762,1040385,4064,CUBEXTUB,CUBEX TUBINGS,0.0,,0.0,0.05,1,EQ,NSE,NSE
2763,486657,1901,CUMMINSIND,CUMMINS INDIA,0.0,,0.0,0.05,1,EQ,NSE,NSE
2764,4741121,18520,CUPID,CUPID,0.0,,0.0,0.05,1,EQ,NSE,NSE
2765,3031553,11842,CYBERMEDIA,CYBER MEDIA (INDIA).,0.0,,0.0,0.05,1,EQ,NSE,NSE
2766,1549057,6051,CYBERTECH,CYBERTECH SYSTEMS & SOFTW,0.0,,0.0,0.05,1,EQ,NSE,NSE
2767,1471489,5748,CYIENT,CYIENT,0.0,,0.0,0.05,1,EQ,NSE,NSE
2768,3536897,13816,DAAWAT,LT FOODS,0.0,,0.0,0.05,1,EQ,NSE,NSE
2769,197633,772,DABUR,DABUR INDIA,0.0,,0.0,0.05,1,EQ,NSE,NSE
2770,2067201,8075,DALBHARAT,DALMIA BHARAT,0.0,,0.0,0.05,1,EQ,NSE,NSE
2771,199937,781,DALMIASUG,DALMIA BHARAT SUG IN,0.0,,0.0,0.05,1,EQ,NSE,NSE
2772,4490497,17541,DAMODARIND,DAMODAR INDUSTRIES,0.0,,0.0,0.05,1,EQ,NSE,NSE
2773,284161,1110,DANGEE,DANGEE DUMS,0.0,,0.0,0.05,1,EQ,NSE,NSE
2774,2924289,11423,DATAMATICS,DATAMATICS GLOBAL SER,0.0,,0.0,0.05,1,EQ,NSE,NSE
2775,1883649,7358,DATAPATTNS,DATA PATTERNS INDIA,0.0,,0.0,0.05,1,EQ,NSE,NSE
2776,4577537,17881,DBCORP,D.B.CORP,0.0,,0.0,0.05,1,EQ,NSE,NSE
2777,4630017,18086,DBL,DILIP BUILDCON,0.0,,0.0,0.05,1,EQ,NSE,NSE
2778,2788609,10893,DBOL,DHAMPUR BIO ORGANICS,0.0,,0.0,0.05,1,EQ,NSE,NSE
2779,4639745,18124,DBREALTY,D B REALTY,0.0,,0.0,0.05,1,EQ,NSE,NSE
2780,7963393,31107,DBSTOCKBRO,DB (INT) STOCK BROKERS,0.0,,0.0,0.05,1,EQ,NSE,NSE
2781,5556225,21704,DCAL,DISHMAN CARBO AMCIS,0.0,,0.0,0.05,1,EQ,NSE,NSE
2782,3513601,13725,DCBBANK,DCB BANK,0.0,,0.0,0.05,1,EQ,NSE,NSE
2783,2960897,11566,DCI,DC INFOTECH AND COMUN,0.0,,0.0,0.05,1,EQ,NSE,NSE
2784,206081,805,DCM,DCM,0.0,,0.0,0.05,1,EQ,NSE,NSE
2785,1222401,4775,DCMFINSERV,DCM FINANCIAL SERVICES LT,0.0,,0.0,0.05,1,EQ,NSE,NSE
2786,2825985,11039,DCMNVL,DCM NOUVELLE,0.0,,0.0,0.05,1,EQ,NSE,NSE
2787,207617,811,DCMSHRIRAM,DCM SHRIRAM,0.0,,0.0,0.05,1,EQ,NSE,NSE
2788,1875201,7325,DCMSRIND,DCM SHRIRAM IND,0.0,,0.0,0.05,1,EQ,NSE,NSE
2789,209153,817,DCW,DCW,0.0,,0.0,0.05,1,EQ,NSE,NSE
2790,3045121,11895,DCXINDIA,DCX SYSTEMS,0.0,,0.0,0.05,1,EQ,NSE,NSE
2791,3798529,14838,DECCANCE,DECCAN CEMENTS,0.0,,0.0,0.05,1,EQ,NSE,NSE
2792,211713,827,DEEPAKFERT,DEEPAK FERTILIZERS & PETR,0.0,,0.0,0.05,1,EQ,NSE,NSE
2793,5105409,19943,DEEPAKNTR,DEEPAK NITRITE,0.0,,0.0,0.05,1,EQ,NSE,NSE
2794,4670465,18244,DEEPENR,DEEP ENE RESOURCES,0.0,,0.0,0.05,1,EQ,NSE,NSE
2795,842753,3292,DEEPINDS,DEEP INDUSTRIES,0.0,,0.0,0.05,1,EQ,NSE,NSE
2796,2457345,9599,DELHIVERY,DELHIVERY,0.0,,0.0,0.05,1,EQ,NSE,NSE
2797,6244097,24391,DELPHIFX,DELPHI WORLD MONEY,0.0,,0.0,0.05,1,EQ,NSE,NSE
2798,3851265,15044,DELTACORP,DELTA CORP,0.0,,0.0,0.05,1,EQ,NSE,NSE
2799,310785,1214,DELTAMAGNT,DELTA MANUFACTURING,0.0,,0.0,0.05,1,EQ,NSE,NSE
2800,4536833,17722,DEN,DEN NETWORKS,0.0,,0.0,0.05,1,EQ,NSE,NSE
2801,1095425,4279,DENORA,DE NORA INDIA,0.0,,0.0,0.05,1,EQ,NSE,NSE
2802,1558273,6087,DESTINY-SM,DESTINY LOGISTICS & I,0.0,,0.0,0.05,6000,EQ,NSE,NSE
2803,2085377,8146,DEVIT,DEV INFO TECHNOLOGY,0.0,,0.0,0.05,1,EQ,NSE,NSE
2804,1375489,5373,DEVYANI,DEVYANI INTERNATIONAL,0.0,,0.0,0.05,1,EQ,NSE,NSE
2805,2648577,10346,DGCONTENT,DIGICONTENT,0.0,,0.0,0.05,1,EQ,NSE,NSE
2806,219393,857,DHAMPURSUG,DHAMPUR SUGAR MILLS.,0.0,,0.0,0.05,1,EQ,NSE,NSE
2807,2907905,11359,DHANBANK,DHANLAXMI BANK,0.0,,0.0,0.05,1,EQ,NSE,NSE
2808,3938305,15384,DHANI,DHANI SERVICES,0.0,,0.0,0.05,1,EQ,NSE,NSE
2809,2344193,9157,DHANILOANS-N6,,0.0,,0.0,0.01,1,EQ,NSE,NSE
2810,2345217,9161,DHANILOANS-N7,,0.0,,0.0,0.01,1,EQ,NSE,NSE
2811,2346241,9165,DHANILOANS-N8,,0.0,,0.0,0.01,1,EQ,NSE,NSE
2812,2720769,10628,DHANILOANS-NF,,0.0,,0.0,0.01,1,EQ,NSE,NSE
2813,2721281,10630,DHANILOANS-NG,,0.0,,0.0,0.01,1,EQ,NSE,NSE
2814,2728705,10659,DHANILOANS-NH,,0.0,,0.0,0.01,1,EQ,NSE,NSE
2815,3332353,13017,DHANILOANS-NO,,0.0,,0.0,0.01,1,EQ,NSE,NSE
2816,3333377,13021,DHANILOANS-NP,,0.0,,0.0,0.01,1,EQ,NSE,NSE
2817,3333889,13023,DHANILOANS-NQ,,0.0,,0.0,0.01,1,EQ,NSE,NSE
2818,2055425,8029,DHANILOANS-NS,,0.0,,0.0,0.01,1,EQ,NSE,NSE
2819,2060545,8049,DHANILOANS-NT,,0.0,,0.0,0.01,1,EQ,NSE,NSE
2820,2062081,8055,DHANILOANS-NU,,0.0,,0.0,0.01,1,EQ,NSE,NSE
2821,2063105,8059,DHANILOANS-NV,,0.0,,0.0,0.01,1,EQ,NSE,NSE
2822,2063873,8062,DHANILOANS-NW,,0.0,,0.0,0.01,1,EQ,NSE,NSE
2823,2065153,8067,DHANILOANS-NX,,0.0,,0.0,0.01,1,EQ,NSE,NSE
2824,2428929,9488,DHANILOANS-NY,,0.0,,0.0,0.01,1,EQ,NSE,NSE
2825,2429697,9491,DHANILOANS-NZ,,0.0,,0.0,0.01,1,EQ,NSE,NSE
2826,2430977,9496,DHANILOANS-Y1,,0.0,,0.0,0.01,1,EQ,NSE,NSE
2827,2432001,9500,DHANILOANS-Y2,,0.0,,0.0,0.01,1,EQ,NSE,NSE
2828,2436609,9518,DHANILOANS-Y3,,0.0,,0.0,0.01,1,EQ,NSE,NSE
2829,2437121,9520,DHANILOANS-Y4,,0.0,,0.0,0.01,1,EQ,NSE,NSE
2830,2439169,9528,DHANILOANS-Y5,,0.0,,0.0,0.01,1,EQ,NSE,NSE
2831,6248705,24409,DHANUKA,DHANUKA AGRITECH,0.0,,0.0,0.05,1,EQ,NSE,NSE
2832,3328257,13001,DHARMAJ,DHARMAJ CROP GUARD,0.0,,0.0,0.05,1,EQ,NSE,NSE
2833,2973953,11617,DHARSUGAR-BZ,,0.0,,0.0,0.05,1,EQ,NSE,NSE
2834,1755649,6858,DHRUV,DHRUV CONSULTANCY SER,0.0,,0.0,0.05,1,EQ,NSE,NSE
2835,5691649,22233,DHUNINV,DHUNSERI INVESTMENTS,0.0,,0.0,0.05,1,EQ,NSE,NSE
2836,5591041,21840,DIAMONDYD,PRATAAP SNACKS,0.0,,0.0,0.05,1,EQ,NSE,NSE
2837,179969,703,DICIND,DIC INDIA,0.0,,0.0,0.05,1,EQ,NSE,NSE
2838,4270849,16683,DIGISPICE,DIGISPICE TECHNOLOGIES LT,0.0,,0.0,0.05,1,EQ,NSE,NSE
2839,1570817,6136,DIGJAMLMTD-BE,DIGJAM,0.0,,0.0,0.05,1,EQ,NSE,NSE
2840,2216193,8657,DIL,DEBOCK INDUSTRIES,0.0,,0.0,0.05,1,EQ,NSE,NSE
2841,3721473,14537,DISHTV,DISH TV INDIA.,0.0,,0.0,0.05,1,EQ,NSE,NSE
2842,3706625,14479,DIVGIITTS,DIVGI TORQTRANSFER SYST L,0.0,,0.0,0.05,1,EQ,NSE,NSE
2843,2800641,10940,DIVISLAB,DIVI S LABORATORIES,0.0,,0.0,0.05,1,EQ,NSE,NSE
2844,674817,2636,DIVOPPBEES,NIP IND ETF DIV OPP,0.0,,0.0,0.01,1,EQ,NSE,NSE
2845,5552641,21690,DIXON,DIXON TECHNO (INDIA),0.0,,0.0,0.05,1,EQ,NSE,NSE
2846,3263745,12749,DJML,DJ MEDIAPRINT & LOG,0.0,,0.0,0.05,1,EQ,NSE,NSE
2847,1599745,6249,DKEGL-SM,D K ENTERPRISES GLOBAL L,0.0,,0.0,0.05,3000,EQ,NSE,NSE
2848,3771393,14732,DLF,DLF,0.0,,0.0,0.05,1,EQ,NSE,NSE
2849,4569857,17851,DLINKINDIA,D-LINK INDIA,0.0,,0.0,0.05,1,EQ,NSE,NSE
2850,5097729,19913,DMART,AVENUE SUPERMARTS,0.0,,0.0,0.05,1,EQ,NSE,NSE
2851,1785089,6973,DMCC,DMCC SPECIALITY CHEMICALS,0.0,,0.0,0.05,1,EQ,NSE,NSE
2852,164097,641,DNAMEDIA,DILIGENT MEDIA CORP.,0.0,,0.0,0.05,1,EQ,NSE,NSE
2853,1234433,4822,DODLA,DODLA DAIRY,0.0,,0.0,0.05,1,EQ,NSE,NSE
2854,3103745,12124,DOLATALGO,DOLAT ALGOTECH,0.0,,0.0,0.05,1,EQ,NSE,NSE
2855,5263361,20560,DOLLAR,DOLLAR INDUSTRIES,0.0,,0.0,0.05,1,EQ,NSE,NSE
2856,3410689,13323,DOLLEX-SM,DOLLEX AGROTECH,0.0,,0.0,0.05,4000,EQ,NSE,NSE
2857,3542785,13839,DONEAR,DONEAR IND.,0.0,,0.0,0.05,1,EQ,NSE,NSE
2858,239617,936,DPABHUSHAN,D. P. ABHUSHAN,0.0,,0.0,0.05,1,EQ,NSE,NSE
2859,3947265,15419,DPSCLTD,DPSC,0.0,,0.0,0.05,1,EQ,NSE,NSE
2860,4326401,16900,DPWIRES,D P WIRES,0.0,,0.0,0.05,1,EQ,NSE,NSE
2861,677121,2645,DRCSYSTEMS,DRC SYSTEMS INDIA,0.0,,0.0,0.05,1,EQ,NSE,NSE
2862,2779905,10859,DREAMFOLKS,DREAMFOLKS SERVICES,0.0,,0.0,0.05,1,EQ,NSE,NSE
2863,2885377,11271,DREDGECORP,DREDGING CORP OF INDIA,0.0,,0.0,0.05,1,EQ,NSE,NSE
2864,4804865,18769,DRL-SM,DHANUKA REALTY,0.0,,0.0,0.05,6000,EQ,NSE,NSE
2865,225537,881,DRREDDY,DR. REDDY S LABORATORIES,0.0,,0.0,0.05,1,EQ,NSE,NSE
2866,1711617,6686,DRSDILIP-SM,DRS DILIP ROADLINES.,0.0,,0.0,0.05,1600,EQ,NSE,NSE
2867,3492865,13644,DSPBANKETF,DSPAMC - DSPBANKETF,0.0,,0.0,0.01,1,EQ,NSE,NSE
2868,3495681,13655,DSPBNKINAV,DSPAMC - DSPBNKINAV,0.0,,0.0,0.01,1,EQ,NSE,NSE
2869,1907457,7451,DSPN50ETF,DSPAMC - DSPN50ETF,0.0,,0.0,0.01,1,EQ,NSE,NSE
2870,2561025,10004,DSPN50INAV,DSPN50ETF INAV,0.0,,0.0,0.01,1,EQ,NSE,NSE
2871,1691137,6606,DSPNEWETF,DSPAMC - DSPNEWETF,0.0,,0.0,0.01,1,EQ,NSE,NSE
2872,2559233,9997,DSPNEWINAV,DSPNEWETF INAV,0.0,,0.0,0.01,1,EQ,NSE,NSE
2873,1908737,7456,DSPQ50ETF,DSPAMC - DSPQ50ETF,0.0,,0.0,0.01,1,EQ,NSE,NSE
2874,2561281,10005,DSPQ50INAV,DSPQ50ETF INAV,0.0,,0.0,0.01,1,EQ,NSE,NSE
2875,2755585,10764,DSPSILINAV,DSPAMC - DSPSILINAV,0.0,,0.0,0.01,1,EQ,NSE,NSE
2876,2754817,10761,DSPSILVETF,DSPAMC - DSPSILVETF,0.0,,0.0,0.01,1,EQ,NSE,NSE
2877,6576641,25690,DSSL,DYNACONS SYS & SOLN,0.0,,0.0,0.05,1,EQ,NSE,NSE
2878,1594113,6227,DTIL,DHUNSERI TEA & IND..,0.0,,0.0,0.05,1,EQ,NSE,NSE
2879,3524097,13766,DUCOL-SM,DUCOL ORGS AND COLOURS LT,0.0,,0.0,0.05,1600,EQ,NSE,NSE
2880,7411713,28952,DUCON,DUCON INFRATECHNOLOGIES L,0.0,,0.0,0.05,1,EQ,NSE,NSE
2881,1396993,5457,DUGLOBAL-SM,DUDIGITAL GLOBAL,0.0,,0.0,0.05,625,EQ,NSE,NSE
2882,3894785,15214,DVL,DHUNSERI VENTURES,0.0,,0.0,0.05,1,EQ,NSE,NSE
2883,2986753,11667,DWARKESH,DWARIKESH SUGAR IND,0.0,,0.0,0.05,1,EQ,NSE,NSE
2884,2666753,10417,DYCL,DYNAMIC CABLES,0.0,,0.0,0.05,1,EQ,NSE,NSE
2885,1158401,4525,DYNAMATECH,DYNAMATIC TECHNOLOGIES,0.0,,0.0,0.05,1,EQ,NSE,NSE
2886,1556225,6079,DYNAMIC-SM,DYNAMIC SRVCS & SEC,0.0,,0.0,0.05,2000,EQ,NSE,NSE
2887,5456385,21314,DYNPRO,DYNEMIC PRODUCTS,0.0,,0.0,0.05,1,EQ,NSE,NSE
2888,2287873,8937,E2E,E2E NETWORKS,0.0,,0.0,0.05,1,EQ,NSE,NSE
2889,714753,2792,EASEMYTRIP,EASY TRIP PLANNERS,0.0,,0.0,0.05,1,EQ,NSE,NSE
2890,2500865,9769,EASTSILK-BE,EASTERN SILK INDUSTRIES L,0.0,,0.0,0.05,1,EQ,NSE,NSE
2891,2976001,11625,EBANK,EDELWEISS ETF-NIFTY BANK,0.0,,0.0,0.01,1,EQ,NSE,NSE
2892,2562049,10008,EBANKINAV,EBANK INAV,0.0,,0.0,0.01,1,EQ,NSE,NSE
2893,3371009,13168,EBB433INAV,EDELAMC - EBB433INAV,0.0,,0.0,0.01,1,EQ,NSE,NSE
2894,2563073,10012,EBBE23INAV,EBBETF0423 INAV,0.0,,0.0,0.01,1,EQ,NSE,NSE
2895,2564097,10016,EBBE30INAV,EBBETF0430 INAV,0.0,,0.0,0.01,1,EQ,NSE,NSE
2896,2564353,10017,EBBE31INAV,EBBETF0425 INAV,0.0,,0.0,0.01,1,EQ,NSE,NSE
2897,2564865,10019,EBBE32INAV,EBBETF0431 INAV,0.0,,0.0,0.01,1,EQ,NSE,NSE
2898,4152833,16222,EBBETF0423,EDELAMC - EBBETF0423,0.0,,0.0,0.01,1,EQ,NSE,NSE
2899,5694209,22243,EBBETF0425,EDELAMC - EBBETF0425,0.0,,0.0,0.01,1,EQ,NSE,NSE
2900,4160769,16253,EBBETF0430,EDELAMC - EBBETF0430,0.0,,0.0,0.01,1,EQ,NSE,NSE
2901,5693185,22239,EBBETF0431,EDELAMC - EBBETF0431,0.0,,0.0,0.01,1,EQ,NSE,NSE
2902,3363585,13139,EBBETF0433,EDELAMC - EBBETF0433,0.0,,0.0,0.01,1,EQ,NSE,NSE
2903,3885825,15179,ECLERX,ECLERX SERVICES,0.0,,0.0,0.05,1,EQ,NSE,NSE
2904,1094657,4276,ECLFINANCE-NG,,0.0,,0.0,0.01,1,EQ,NSE,NSE
